time,x,y,yaw,vel_x,yaw_vel
0.0,1.6028100248744293,-0.19302156350825683,126.6337259893315,0.0,0.0
2465.779,1.6028097220869366,-0.1930212079578737,126.63392858172735,0.0,0.0
2465.779,1.6028097220869366,-0.1930212079578737,126.63392858172735,0.0,0.0
2465.829,1.6028095662380448,-0.1930210249766784,126.63403285956561,-0.1,0.0
2465.879,1.6028092639542997,-0.1930206701362144,126.63423511776456,-0.1,0.0
2465.929,1.6028091083641853,-0.19302048753267886,126.63433922392389,-0.1,0.0
2465.979,1.6028089574264508,-0.19302031041331055,126.63444021761377,-0.1,0.0
2466.029,1.6028088065807604,-0.19302013341469082,126.6345411502044,-0.1,0.0
2466.079,1.602808500566814,-0.19301977440640675,126.63474590909809,-0.1,0.0
2466.129,1.6034643838985585,-0.19389170106644693,127.20186764412439,-0.1,0.0
2466.179,1.6042714782147036,-0.19494103203464178,127.83565596434563,-0.1,0.0
2466.229,1.606515767471169,-0.1977547255745838,129.1531680968287,-0.1,0.0
2466.279,1.6094317141473984,-0.20127204527870055,130.01788901885988,-0.1,0.0
2466.329,1.611289362186945,-0.2034743708862386,130.23993562550683,-0.1,0.0
2466.379,1.6133497588896444,-0.20590579328291697,130.29023486509175,-0.1,0.0
2466.429,1.6176834009228798,-0.21101764289545014,130.29504829296772,-0.1,0.0
2466.479,1.6219522047631545,-0.21605268030519834,130.2982473983356,-0.1,0.0
2466.529,1.6219522047631545,-0.21605268030519834,130.2982473983356,-0.1,0.0
2466.579,1.6262815817300063,-0.22115911788297304,130.29779445779377,-0.1,0.0
2466.629,1.6283937665989814,-0.22365101280818125,130.28549240321848,-0.1,0.0
2466.679,1.6326724331956501,-0.2287032107733138,130.25583317132563,-0.1,0.0
2466.729,1.6369976673613689,-0.23381170201973264,130.25207972876157,-0.1,0.0
2466.779,1.6391274962350861,-0.23632751507668037,130.24954921190744,-0.1,0.0
2466.829,1.6434519994752181,-0.24143646470822194,130.24376329638176,-0.1,0.0
2466.879,1.64771399129829,-0.24647256465827497,130.2380161942405,-0.1,0.0
2466.929,1.64991008503199,-0.24906792073206113,130.23532496753086,-0.1,0.0
2466.979,1.652041637283859,-0.25158722363601627,130.23307205036636,-0.1,0.0
2467.029,1.656369134753375,-0.2567024633715527,130.22983439640933,-0.1,0.0
2467.079,1.6606288381321326,-0.2617384514320213,130.23026845198945,-0.1,0.0
2467.129,1.6628086594437421,-0.2643152361889246,130.2403996291286,-0.1,0.0
2467.179,1.6670582069727318,-0.2693355739578877,130.25005659980084,-0.1,0.0
2467.229,1.6692540500517665,-0.27192937433125053,130.25145573405536,-0.1,0.0
2467.279,1.6735166407664626,-0.2769640007942584,130.2556220841167,-0.1,0.0
2467.329,1.6735166407664626,-0.2769640007942584,130.2556220841167,-0.1,0.0
2467.379,1.6778453198416425,-0.28207582433080935,130.26095428324817,-0.1,0.0
2467.429,1.6821766251325603,-0.2871897557447945,130.2663404369279,-0.1,0.0
2467.479,1.684310348271407,-0.28970867731728417,130.26863239152513,-0.1,0.0
2467.529,1.6886421998934438,-0.29482200783825496,130.27205821845268,-0.1,0.0
2467.579,1.692905841522138,-0.29985475117473215,130.2721236201477,-0.1,0.0
2467.629,1.69508436454195,-0.30242717265794694,130.26147830276193,-0.1,0.0
2467.679,1.6992915267610065,-0.30739936964234804,130.2291481914725,-0.1,0.0
2467.729,1.7014863134674902,-0.3099938994204116,130.22801388019636,-0.1,0.0
2467.779,1.7036152496742718,-0.3125107898921107,130.22594076374926,-0.1,0.0
2467.829,1.7057439355996957,-0.31502757959191424,130.2234515872857,-0.1,0.0
2467.879,1.710065993900143,-0.3201383574435913,130.21769620541275,-0.1,0.0
2467.929,1.714390099212217,-0.32525258137972185,130.21184418577005,-0.1,0.0
2467.979,1.716520428392507,-0.3277725479737308,130.2091962595528,-0.1,0.0
2468.029,1.7208457333716156,-0.33288960136080203,130.20495000875468,-0.1,0.0
2468.079,1.7251059092444854,-0.3379301681209392,130.20274842650764,-0.1,0.0
2468.129,1.727298389938505,-0.3405248707390989,130.20355902128057,-0.1,0.0
2468.179,1.7294148878433908,-0.3430293027256148,130.21206325185244,-0.1,0.0
2468.229,1.7315284262405075,-0.3455288005751206,130.2230343957815,-0.1,0.0
2468.279,1.7358539728609796,-0.3506432812935926,130.22465652364306,-0.1,0.0
2468.329,1.740178736760672,-0.3557561925736842,130.22879787786584,-0.1,0.0
2468.379,1.7423092495933792,-0.3582746650266714,130.23134154163486,-0.1,0.0
2468.429,1.746636732809144,-0.3633894587229702,130.23681065355902,-0.1,0.0
2468.479,1.7509016988469401,-0.3684293869722619,130.24176628422143,-0.1,0.0
2468.529,1.753098852946102,-0.37102545770155804,130.24378667317478,-0.1,0.0
2468.579,1.757363165812032,-0.37606356310310785,130.24623761030904,-0.1,0.0
2468.629,1.7595576761714247,-0.3786564485572436,130.24575604245925,-0.1,0.0
2468.679,1.7637658379851928,-0.3836313716960105,130.21472307232688,-0.1,0.0
2468.729,1.7659400261965017,-0.3862039293373796,130.202840110297,0.0,0.15
2468.779,1.7699588828738004,-0.3909554905469208,130.282716498664,0.0,0.15
2468.829,1.7699588828738004,-0.3909554905469208,130.282716498664,0.0,0.15
2468.879,1.7723587669670118,-0.39376468564682254,130.8425073633159,0.0,0.15
2468.929,1.7729854199439405,-0.3944799296870004,131.64683875075474,0.0,0.15
2468.979,1.773011532012851,-0.3945087319213515,131.9266663722489,0.0,0.15
2469.029,1.773067057356621,-0.3945684293576981,132.49585620179988,0.0,0.15
2469.079,1.7731217401365382,-0.3946260577415748,133.05660015075844,0.0,0.15
2469.129,1.7731499253098575,-0.39465531866136533,133.34549774456903,0.0,0.15
2469.179,1.7732047962324042,-0.394711437133818,133.90641213532788,0.0,0.15
2469.229,1.7732047962324042,-0.394711437133818,133.90641213532788,0.0,0.15
2469.279,1.773260904146127,-0.3947676972157716,134.47605598420066,0.0,0.15
2469.329,1.7733174592759409,-0.39482328926531485,135.04594681177483,0.0,0.15
2469.379,1.7733454884994548,-0.3948504352186759,135.3267334717581,0.0,0.15
2469.429,1.7734027652035438,-0.39490508936652396,135.8970123271518,0.0,0.15
2469.479,1.7734596884378053,-0.3949583428331199,136.45904358616033,0.0,0.15
2469.529,1.7734892128241522,-0.3949855557132241,136.74867911118523,0.0,0.15
2469.579,1.7735469324497228,-0.39503797324453754,137.31115743279943,0.0,0.15
2469.629,1.7735469324497228,-0.39503797324453754,137.31115743279943,0.0,0.15
2469.679,1.7736060701448284,-0.39509061544522833,137.88246445615835,0.0,0.15
2469.729,1.7736657477602673,-0.39514268327837104,138.45406141274634,0.0,0.15
2469.779,1.7736953422758421,-0.3951681187226325,138.73570183290303,0.0,0.15
2469.829,1.773755840618433,-0.39521933661241837,139.30773717459337,0.0,0.15
2469.879,1.7738159810244472,-0.3952692369557457,139.87152440674507,0.0,0.15
2469.929,1.7738471751179328,-0.3952947294995882,140.16207298603706,0.0,0.15
2469.979,1.7738775907409277,-0.3953193334822975,140.44414953788936,0.0,0.15
2470.029,1.7739397667719639,-0.39536886657190695,141.0170737343068,0.0,0.15
2470.079,1.7739397667719639,-0.39536886657190695,141.0170737343068,0.0,0.15
2470.129,1.7740015716389779,-0.39541710912938827,141.58174018243852,0.0,0.15
2470.179,1.7740648784041897,-0.3954655194812215,142.15526181023296,0.0,0.15
2470.229,1.774128754781606,-0.3955133589772734,142.72908739334,0.0,0.15
2470.279,1.7741922372582142,-0.3955599248227236,143.2946462561534,0.0,0.15
2470.329,1.7742251581106847,-0.39558369611839,143.5861102733213,0.0,0.15
2470.379,1.7742572530380847,-0.3956066269159696,143.86907696355397,0.0,0.15
2470.429,1.7743228496549097,-0.39565275508480624,144.4438127227153,0.0,0.15
2470.479,1.7743228496549097,-0.39565275508480624,144.4438127227153,0.0,0.15
2470.529,1.7743880421733735,-0.39569763442318273,145.01026806556808,0.0,0.15
2470.579,1.774454816062942,-0.3957426271877683,145.58560705260882,0.0,0.15
2470.629,1.7745222015466313,-0.39578705324772523,146.1612470960928,0.0,0.15
2470.679,1.7745556214715983,-0.3958087282667458,146.44488097729996,0.0,0.15
2470.729,1.77462395470686,-0.39585232103926077,147.02096357964888,0.0,0.0
2470.779,1.7746763372765657,-0.39588566549276577,147.35826021379688,0.0,0.0
2470.829,1.7746904016878884,-0.3958947468689105,147.35159832284998,0.0,0.0
2470.879,1.774687298323646,-0.3958927775335199,147.3529364904214,0.0,0.0
2470.929,1.7746810075911426,-0.3958887713815035,147.35564912809775,0.0,0.0
2470.979,1.7746748183954753,-0.3958848274206989,147.35831808297462,0.0,0.0
2471.029,1.7746716327646401,-0.3958827966317589,147.3596918554437,0.0,0.0
2471.079,1.7746654538117024,-0.39587885625750024,147.36235654475266,0.0,0.0
2471.129,1.7746654538117024,-0.39587885625750024,147.36235654475266,0.0,0.0
2471.179,1.7746591873275934,-0.3958748584292469,147.36505908406414,0.0,0.0
2471.229,1.7746529263071729,-0.39587086276193406,147.36775936959296,0.0,0.0
2471.279,1.7746498443208225,-0.39586889551292964,147.3690886223746,0.0,0.0
2471.329,1.774646763390582,-0.39586692881655305,147.37041744448678,0.0,0.0
2471.379,1.7746405111371144,-0.39586293728698774,147.37311415202547,0.0,0.0
2471.429,1.774634262271521,-0.3958589476714966,147.375809500467,0.0,0.0
2471.479,1.7746311855340133,-0.3958569832566689,147.37713663961333,0.0,0.0
2471.529,1.7746281094099465,-0.39585501920469807,147.37846353891325,0.0,0.0
2471.579,1.774621865490899,-0.3958510327482851,147.38115695625424,0.0,0.0
2471.629,1.774615623158367,-0.3958470476908021,147.383849791162,0.0,0.0
2471.679,1.7746125490108873,-0.39584508532004825,147.38517596298757,0.0,0.0
2471.729,1.7746063081719246,-0.39584110178902326,147.3878683057343,0.0,0.0
2471.779,1.7746001609680435,-0.3958371783977169,147.3905203533174,0.0,0.0
2471.829,1.7745969943049569,-0.3958351574502274,147.39188656448312,0.0,0.0
2471.879,1.7745908472139569,-0.3958312346872471,147.39453871331597,0.0,0.0
2471.929,1.7745876804385505,-0.3958292139536489,147.3959050502073,0.0,0.0
2471.979,1.7745846067007716,-0.3958272526802872,147.3972312702171,0.0,0.0
2472.029,1.7745815328324799,-0.395825291414522,147.39855757130167,0.0,0.0
2472.079,1.7745752914366504,-0.3958213094030871,147.4012506614102,0.0,0.0
2472.129,1.7745690491865558,-0.39581732721966356,147.40394422228118,0.0,0.0
2472.179,1.774565974275321,-0.395815365746284,147.40527109880045,0.0,0.0
2472.229,1.7745628990930256,-0.39581340419012756,147.4065981170901,0.0,0.0
2472.279,1.7745566546326181,-0.3958094213341182,147.40929283470774,0.0,0.0
2472.329,1.7745504088410309,-0.3958054379994106,147.41198822912372,0.0,0.0
2472.379,1.7745473320284786,-0.39580347585812303,147.41331607657702,0.0,0.0
2472.429,1.7745410840278,-0.3957994916662024,147.41601257722883,0.0,0.0
